From,Fullname,To,Subject,Body,Date,IP,Return_Path,Delivered_to,Content_type,Message_Id,X_uid,Content_Length
aw-confirm@ebay.com,eBay,undisclosed-recipients:;,Question from eBay Member,"eBay sent this message from Jay Vickery ( jaygrim ).Your registered name is included to show this message originated from eBay. Learn more. Question from eBay Member eBay sent this message on behalf of an eBay member via My Messages. Responses sent using email will not reach the eBay member. Question from jaygrim Activity with jaygrim (last 90 days): - I have bid on 0 items from jaygrim jaygrim( 30) Positive Feedback: 99.4% Member Since: Aug-13-00 Location: United States Registered On: www.ebay.com I'm still waiting the package to arrive What happened? Please mail me ASAP or I will report you to ebay. Respond to this question in My Messages. Thank you for using eBay! http://www.ebay.com/ Marketplace Safety Tip Do not respond to the sender (through the eBay system or your email provider) if this message is an offer to buy or sell an item. This type of offer is against eBay policy, may be fraudulent, and is not covered by buyer protection programs.Second Chance Offer emails with the subject of .Message from eBay Member. are fake. Real Second Chance Offers come directly from eBay and appear in My Messages with a blue background and subject stating, .eBay Second Chance Offer for Item..."".Never pay for your eBay item using instant cash wire transfer services through Western Union or MoneyGram. These payment methods are unsafe when paying someone you don.t know. Learn more about sending payments. Is this email inappropriate? Does it violate eBay policy? Help protect the community by reporting it. Learn how you can protect yourself from spoof (fake) emails at:http://pages.ebay.com/education/spooftutorial This eBay notice was sent to FIRSTNAME on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy. If you would like to receive this email in text format, change your notification preferences. See our Privacy Policy and User Agreement if you have questions about eBay's communication policies.Privacy Policy: http://pages.ebay.com/help/policies/privacy-policy.htmlUser Agreement: http://pages.ebay.com/help/policies/user-agreement.html Copyright ï¿½ 2006 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125.","Fri, 01 Sep 2006 20:47:24 -0400",,root@localhost.localdomain,user@login.example.com,text/html,E1GJJfQ-0003ym-CJ@localhost.localdomain,177,
security@intl.paypal.com,PayPal service,user@example.com,IMPORTANT : Notification Of Limited Account Access,[],"Sat, 02 Sep 2006 04:36:30 +0400",,security@intl.paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--3587976762584465""",PHKWQSTKEKOJTHRTJYSY@hotmail.com,178,
security@paypal.com,PayPal,user@example.com,IMPORTANT: Notification of limited accounts,[],"Sat, 02 Sep 2006 17:27:37 +0400",,security@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--91243253958072736348""",PHCLNWTYMUWAQETOSZVMFU@aol.com,179,
service@ebay.com,eBay.inc,user@example.com,Message From eBay Member,[],"Sat, 02 Sep 2006 18:31:19 +0400",,service@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--62595959658829499""",FXYYFRCCYCSGYOFFRNYPMC@comcast.net,180,
security@paypal.com,PayPal,user@example.com,IMPORTANT: Notification of limited accounts,[],"Sat, 02 Sep 2006 11:37:08 -0400",,security@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--21221651970589064420""",WFWDKEKHNHLMQYNWUDVSJXYOU@verizon.net,181,
security@paypal.com,PayPal,user@example.com,IMPORTANT: Notification of limited accounts,[],"Sat, 02 Sep 2006 15:18:02 -0500",,security@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--815756005113335""",EHGEEFWEHZRVNQNFDEHSEBA@earthlink.net,182,
security@paypal.com,PayPal,user@example.com,IMPORTANT: Notification of limited accounts,[],"Sat, 02 Sep 2006 23:11:33 -0100",,security@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--9242477762243439731""",KNREDKRQBUFORPNPTCWCX@earthlink.net,183,
service@paypal.com,PayPal <service@paypal.com,user@example.com,Notification of limited account access,"Dear valued PayPal® member: PayPal® is committed to maintaining a safe environment for its community of buyers and sellers. To protect the security of your account, PayPal employs some of the most advanced security systems in the world and our anti-fraud teams regularly screen the PayPal system for unusual activity. Recently, our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement and to ensure that your account has not been compromised, access to your account was limited. Your account access will remain limited until this issue has been resolved. This is a fraud prevention measure meant to ensure that your account is not compromised. In order to secure your account and quickly restore full access, we may require some specific information from you for the following reason: We would like to ensure that your account was not accessed by an unauthorized third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection. Case ID Number: PP-040-442-508 We encourage you to log in and restore full access as soon as possible. Should access to your account remain limited for an extended period of time, it may result in further limitations on the use of your account. However, failure to restore your records will result in account suspension. Please update your records on or before August 20, 2005. Once you have updated your account records, your PayPal session will not be interrupted and will continue as normal. To update your Paypal records click on the following link: https://www.paypal.com/cgi-bin/webscr?cmd=_login-run Thank you for your prompt attention to this matter. Please understand that this is a security measure meant to help protect you and your account. We apologize for any inconvenience. Sincerely, PayPal® Account Review Department PayPal Email ID PP908 Accounts Management As outlined in our User Agreement, PayPal will periodically send you information about site changes and enhancements. Visit our Privacy Policy and User Agreement if you have any questions. http://www.paypal.com/cgi-bin/webscr?cmd=p/gen/ua/policy_privacy-outside","Wed, 17 Aug 2005 04:04:30 +0000 (GMT)",,user@mail.example.com,user@example.com,text/html,20050817040430.0519F79C85F@asia.ibbmonitor.com,90,5004
onlineservice@midamericabank.com,MID America BANK,"timothy@example.com, openbsd-mobile@example.com,
 openbsd-mobile-owner@example.com, enbsd-mobile@example.com, aaron@example.com,
 shinobi@example.com, e@example.com, user@example.com","Account Review. MID America BANK Team identified some unusual
 activity in your!!",[],"Sun, 03 Sep 2006 16:55:35 +0600",,onlineservice@midamericabank.com,user@login.example.com,"multipart/alternative;
	boundary=""--479415169181308644""",PRPEHWGPJPWXLFHKTZBFUQJT@yahoo.com,184,
alokvijayant@bol.net.in,alok,<user@example.com>,Fwd: image.jpg,"[, ]","Sun,  3 Sep 2006 06:07:44 -0400 (EDT)",59.177.30.96,alokvijayant@bol.net.in,user@login.example.com,"multipart/mixed; boundary=""----=_NextPart_2.67910480499268E-02""",20060903100744.3AA156FA348@mail.example.org,185,
customersupport-68168id@53.com,Fifth Third Bank'06,user <user@example.com>,Attention To All Fifth Third Bank Clients,"[, ]","Sun,  3 Sep 2006 21:59:59 -0400 (EDT)",66.229.97.26,customercare_84949751981id@53.com,user@login.example.com,"multipart/related; 
	boundary=""78D6KFSS9.U.LTC""",20060904015959.950756CCE9C@mail.example.org,186,
Support@PayPal.com,PayPal .Inc,"ceremony-owner@example.com, owner-ceremony@example.com,
 faxlist-digest@example.com, user@example.com, openbsd-mobile@example.com,
 dugsong@example.com, mike@example.com",Account Review. PayPal Team identified some unusual activity in your!!,[],"Mon, 04 Sep 2006 12:02:59 -0500",,Support@PayPal.com,user@login.example.com,"multipart/alternative;
	boundary=""--3274901926839358""",PFYRYMUXWBIXXXFRKMKKP@yahoo.com,187,
member@ebay.com,eBay Member: trevsky1,user@example.com,Question about Item -- Respond Now,[],"Mon, 04 Sep 2006 11:15:11 -0600",,member@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--297790214672802""",GZXLMEDTFXQTTLHGTMLXEHZVQ@yahoo.com,188,
Support@paypal.com,PayPal,"dugsong@example.com, user@example.com, nelson@example.com",PayPal : Account Verification,[],"Tue, 05 Sep 2006 00:51:47 +0600",,Support@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--8928764580776363""",KASMLEHUVQNWIPOQIRQWLHFHR@paypal.com,189,
Support@PayPal.com,PayPal .Inc,"user@example.com, owner-ceremony-digest@example.com,
 ceremony-digest@example.com, ceremony@example.com,
 owner-ceremony-digest@example.com, ceremony-digest@example.com",Account Review. PayPal Team identified some unusual activity in your!!,[],"Mon, 04 Sep 2006 16:51:34 -0300",,Support@PayPal.com,user@login.example.com,"multipart/alternative;
	boundary=""--94509629191551660708""",WCICPMEHWIZDYDEJAXUX@yahoo.com,190,
service@paypal.com,Departament Of PayPal,"geeks@example.com, gus@example.com, jefrey@example.com, jeremie@example.com,
 user@example.com, kovacs@example.com, kra@example.com, laps@example.com,
 mat@example.com, nelson@example.com, openbsd-bugs@example.com,
 openbsd-mobile@example.com",WARNING: Further Account Verification - Identity Confirmation Request,[],"Mon, 04 Sep 2006 19:26:03 -0100",,service@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--292808139931113""",YTKUYLVZZXEFDFDJFKKFL@aol.com,191,
internet.security@paypal.com,service@paypal.com,user@example.com,"Resolution Center: Your account is limited. (Your case ID for this
 reason is PP-121-763-845.)",[],"Tue, 05 Sep 2006 04:05:58 +0400",233.97.82.151,internet.security@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""_10D2_6CE19_8.D...AF1""",d9ntjh$k14-t35-s@02wf.aq.a.7b,192,
aw-inform@ebay.com,eBay,user@example.com,Please Pay Your eBay Fees,[],"Mon, 04 Sep 2006 18:09:56 -0500",,aw-inform@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--304084777133350970""",AIBDRVLFWUCKJVZGQNGN@yahoo.com,193,
service@paypal.com,PayPal <service@paypal.com,user@biochemistry.BIOC.cwru.edu,Notification of limited account access,"Dear valued PayPal® member: PayPal® is committed to maintaining a safe environment for its community of buyers and sellers. To protect the security of your account, PayPal employs some of the most advanced security systems in the world and our anti-fraud teams regularly screen the PayPal system for unusual activity. Recently, our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement and to ensure that your account has not been compromised, access to your account was limited. Your account access will remain limited until this issue has been resolved. This is a fraud prevention measure meant to ensure that your account is not compromised. In order to secure your account and quickly restore full access, we may require some specific information from you for the following reason: We would like to ensure that your account was not accessed by an unauthorized third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection. Case ID Number: PP-040-442-508 We encourage you to log in and restore full access as soon as possible. Should access to your account remain limited for an extended period of time, it may result in further limitations on the use of your account. However, failure to restore your records will result in account suspension. Please update your records on or before August 20, 2005. Once you have updated your account records, your PayPal session will not be interrupted and will continue as normal. To update your Paypal records click on the following link: https://www.paypal.com/cgi-bin/webscr?cmd=_login-run Thank you for your prompt attention to this matter. Please understand that this is a security measure meant to help protect you and your account. We apologize for any inconvenience. Sincerely, PayPal® Account Review Department PayPal Email ID PP908 Accounts Management As outlined in our User Agreement, PayPal will periodically send you information about site changes and enhancements. Visit our Privacy Policy and User Agreement if you have any questions. http://www.paypal.com/cgi-bin/webscr?cmd=p/gen/ua/policy_privacy-outside","Wed, 17 Aug 2005 05:16:42 +0000 (GMT)",,user@mail.example.com,user@example.com,text/html,20050817051642.292597AF80E@asia.ibbmonitor.com,91,5004
aw-inform@ebay.com,eBay,user@example.com,Please Pay Your eBay Fees,[],"Tue, 05 Sep 2006 01:35:53 +0200",,aw-inform@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--5989033193694231446""",NLBLDOJXFGRDNBQVUHIZJMNW@yahoo.com,194,
service@paypal.com,PayPal Security Service,"user@example.com, user@example.com",Restore Your Account Access - user@example.com,[],"Tue, 05 Sep 2006 03:57:12 +0200",,service@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--2698102607565321""",HNEVOYGCPQIFCOWAMECEUX@hotmail.com,195,
customer.alert@wachovia.com,Wachovia Bank <customer.alert@wachovia.com,user@example.com,Your Internet Banking Security Upgrade,"Dear Customer, Wachovia Internet Banking, is here by announcing the New Security Upgrade. We've upgraded our new SSL servers to serve our customers for a better and secure banking service,against any fraudulent activities. Due to this recent upgrade, you are requested to update your account information by following the reference below. Reference* http://www.http:// www.wachovia.com/secure/update/ssl.cfm Regards Wachovia Bank, N.A. and its affiliates.","Tue, 5 Sep 2006 06:21:54 +0200",,httpd@web2.forss.net,user@login.example.com,text/html,1307464655.1046@wachovia.com,196,
aw-inform@ebay.com,eBay Safe Harbour,user@example.com,eBay Regular Update *** Update your Information ***,[],"Tue, 05 Sep 2006 06:52:32 -0600",,aw-inform@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--735870938342679649""",ULFDJZPHWPPIUXNNFVPNKDEDJ@chase.com,197,
service@intl.paypal.com,service-paypal ,user@example.com,Fraud Alert!!!,"PayPal September 2006 Dear user of PayPal services, This email is to inform that you have login from another IP adress and add a new email and a new credit card in your PayPal account .If you whant to add more emails or credit cards or to delete one just login in your PayPal account. All PayPal accounts will come with complete detailed information! If you are not agree with this settings you can cancel the changes in your account. !! login to your PayPal account! Your Account Tips to Protect Your Account PayPal's world class fraud investigators share 5 important actions you can take to help prevent identity theft and protect your account. Update Your Profile If you've closed a credit card or bank account recently, remember to go to PayPal's website to update your profile. Identity Protection Highlights New spoof tutorial Learn how to spot and avoid fraudulent ""spoof"" emails and websites with PayPal's handy 5-step spoof tutorial. Protect yourself with tools Guard yourself against ""spoof"" emails with the SafetyBar, and against fraudulent websites with the eBay Toolbar. Checklist if you are a victim... When you suspect a problem with your identity, you have to act fast. Use PayPal's checklist for what you should do. Merchant Offers FREE Norton AntiSpam download with purchase of Norton AntiVirus. Unlimited listening and downloading. All the music you want. FREE trial. Learn about and fund locally run social and environmental projects. Thank You for using PayPal! This notification was sent to you by PayPal. To modify your notification preferences, log in to your PayPal account, click the Profile sub-tab, then click the Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will not sell or rent any of your personally identifiable information to third parties. For more information about the security of your information, read our Privacy Policy at https://www.paypal.com/privacy. Copyright © 2006 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131.",5 Sep 2006 13:52:04 -0000,,root@localhost.localdomain,user@login.example.com,text/html,1157464324.38475.qmail@paypal.com,198,
member@ebay.com,eBay Member: elvis191 ,user@example.com,"Question for item #250025036915 DELL Inspiron 9400 E1705 DUO 1.83 1GB
 100GB GO 7800 256",[],"Wed, 06 Sep 2006 02:00:08 +0400",,member@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--512486358344735""",YFGGGBFBNORNQXCHAQIEVSU@chase.com,199,
member@ebay.com,eBay Member: elvis191 ,user@example.com,"Question for item #250025036915 DELL Inspiron 9400 E1705 DUO 1.83 1GB
 100GB GO 7800 256",[],"Tue, 05 Sep 2006 17:33:57 -0500",,member@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--64772644179804304""",GENBAGBPUDCKWLCSVTEMQEEFN@chase.com,200,
service@paypal.com,service@paypal.com,undisclosed-recipients:;,New email address added to your PayPal account ! ,"You've added an additional email address to your account. If you don't agree with this email vinoverities@hotmail.com and if you need assistance with your account, click here and login. To make sure you can use your PayPal account the next time you make a purchase, all you need to do is confirm or not your email address. If your email program has problems with hypertext links, you may also confirm your email address by logging in to your account. Thank you for using PayPal! The PayPal Team Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click thec Help link located in the top right corner of any PayPal page. PayPal Email ID PP007","Wed, 6 Sep 2006 07:46:27 -0400",71.28.31.190,service@paypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",SERVER35sQtgTIFprhM00000457@server.Gibbons.local,201,
noreply@stratfor.com,"Strategic Forecasting, Inc.",stratfor@2k38.net,Stratfor Geopolitical Intelligence Report,"=20 Stratfor: Geopolitical Intelligence Report - September 6, 2006 Iraq: The Policy Dilemma By George Friedman=20 U.S. President George W. Bush now has made it clear what his policy on Iraq will be for the immediate future, certainly until Election Day: He does not intend to change U.S. policy in any fundamental way. U.S. troops will continue to be deployed in Iraq, they will continue to carry out counterinsurgency operations, and they will continue to train Iraqi troops to eventually take over the operations. It is difficult to imagine that Bush believes there will be any military solution to the situation in Iraq; therefore, we must try to understand his reasoning in maintaining this position. Certainly, it is not simply a political decision. Opinion in the United States has turned against the war, and drawing down U.S. forces and abandoning combat operations would appear to be the politically expedient move. Thus, if it is not politics driving him -- and assuming that the more lurid theories on the Internet concerning Bush's motivations are as silly as they appear -- then we have to figure out what he is doing. Let's consider the military situation first. Bush has said that there is no civil war in Iraq. This is in large measure a semantic debate. In our view, it would be inaccurate to call what is going on a ""civil war"" simply because that term implies a degree of coherence that simply does not exist. Calling it a free-for-all would be more accurate. It is not simply a conflict of Shi'i versus Sunni. The Sunnis and Shia are fighting each other, and all of them are fighting American forces. It is not altogether clear what the Americans are supposed to be doing. Counterinsurgency is unlike other warfare. In other warfare, the goal is to defeat an enemy army, and civilian casualties as a result of military operations are expected and acceptable. With counterinsurgency operations in populated areas, however, the goal is to distinguish the insurgents from civilians and destroy them, with minimal civilian casualties. Counterinsurgency in populated areas is more akin to police operations than to military operations; U.S. troops are simultaneously engaging an enemy force while trying to protect the population from both that force and U.S. operations. Add to this the fact that the population is frequently friendly to the insurgents and hostile to the Americans, and the difficulty of the undertaking becomes clear. Consider the following numbers. The New York Police Department (excluding transit and park police) counts one policeman for every 216 residents. In Iraq, there is one U.S. soldier (not counting other coalition troops) per about 185 people. Thus, numerically speaking, U.S. forces are in a mildly better position than New York City cops -- but then, except for occasional Saturday nights, New York cops are not facing anything like the U.S. military is facing in Iraq. Given that the United States is facing not one enemy but a series of enemy organizations -- many fighting each other as well as the Americans -- and that the American goal is to defeat these while defending the populace, it is obvious even from these very simplistic numbers that the U.S. force simply isn't there to impose a settlement.=20 Expectations and a Deal Unwound=20 A military solution to the U.S. dilemma has not been in the cards for several years. The purpose of military operations was to set the stage for political negotiations. But the Americans had entered Iraq with certain expectations. For one thing, they had believed they would simply be embraced by Iraq's Shiite population. They also had expected the Sunnis to submit to what appeared to be overwhelming political force. What happened was very different. First, the Shia welcomed the fall of Saddam Hussein, but they hardly embraced the Americans -- they sought instead to translate the U.S. victory over Hussein into a Shiite government. Second, the Sunnis, in view of the U.S.-Shiite coalition and the dismemberment of the Sunni-dominated Iraqi Army, saw that they were about to be squeezed out of the political system and potentially crushed by the Shia. They saw an insurgency -- which had been planned by Hussein -- as their only hope of forcing a redefinition of Iraqi politics. The Americans realized that their expectations had not been realistic. Thus, the Americans went through a series of political cycles. First, they sided with the Shia as they sought to find their balance militarily facing the Sunnis. When they felt they had traction against the Sunnis, following the capture of Hussein -- and fearing Shiite hegemony -- they shifted toward a position between Sunnis and Shia. As military operations were waged in the background, complex repositioning occurred on all sides, with the Americans trying to hold the swing position between Sunnis and Shia.=20 The process of creating a government for Iraq was encapsulated in this multi-sided maneuvering. By spring 2006, the Sunnis appeared to have committed themselves to the political process. And in June , with the death of Abu Musab al-Zarqawi and the announcement that the United States would reduce its force in Iraq by two brigades, the stage seemed to be set for a political resolution that would create a Shiite-dominated coalition that included Sunnis and Kurds. It appeared to be a done deal -- and then the deal completely collapsed. The first sign of the collapse was a sudden outbreak of fighting among Shia in the Basra region. We assumed that this was political positioning among Shiite factions as they prepared for a political settlement. Then Abdel Aziz al-Hakim, the head of the Supreme Council for Islamic Revolution in Iraq (SCIRI), traveled to Tehran, and Muqtada al-Sadr's Mehdi Army commenced an offensive. Shiite death squads struck out at Sunni populations, and Sunni insurgents struck back. From nearly having a political accommodation, the situation in Iraq fell completely apart.=20 The key was Iran. The Iranians had always wanted an Iraqi satellite state, as protection against another Iraq-Iran war. That was a basic national security concept for them. In order to have this, the Iranians needed an overwhelmingly Shiite-dominated government in Baghdad, and to have overwhelming control of the Shia. It seemed to us that there could be a Shiite-dominated government but not an overwhelmingly Shiite government. In other words, Iraq could be neutral toward, but not a satellite of, Iran. In our view, Iraq's leading Shia -- fearing a civil war and also being wary of domination by Iran -- would accept this settlement.=20 We may have been correct on the sentiment of leading Shia, but we were wrong about Iran's intentions. Tehran did not see a neutral Iraq as being either in Iran's interests or necessary. Clearly, the Iranians did not trust a neutral Iraq still under American occupation to remain neutral. Second -- and this is the most important -- they saw the Americans as militarily weak and incapable of either containing a civil war in Iraq or of taking significant military action against Iran. In other words, the Iranians didn't like the deal they had been offered, they felt that they could do better, and they felt that the time had come to strike. A Two-Pronged Offensive=20 When we look back through Iranian eyes, we can now see what they saw: a golden opportunity to deal the United States a blow, redefine the geopolitics of the Persian Gulf and reposition the Shia in the Muslim world. Iran had, for example, been revivifying Hezbollah in Lebanon for several months. We had seen this as a routine response to the withdrawal of Syrian troops from Lebanon. It is now apparent, however, that it was part of a two-pronged offensive. First, in Iraq, the Iranians encouraged a variety of factions to both resist the newly formed government and to strike out against the Sunnis. This created an uncontainable cycle of violence that rendered the Iraqi government impotent and the Americans irrelevant. The tempo of operations was now in the hands of those Shiite groups among which the Iranians had extensive influence -- and this included some of the leading Shiite parties, such as SCIRI. Second, in Lebanon, Iran encouraged Hezbollah to launch an offensive. There is debate over whether the Israelis or Hezbollah ignited the conflict in Lebanon. Part of this is ideological gibberish, but part of it concerns intention. It is clear that Hezbollah was fully deployed for combat. Its positions were manned in the south, and its rockets were ready. The capture of two Israeli soldiers was intended to trigger Israeli airstrikes, which were as predictable as sunrise, and Hezbollah was ready to fire on Haifa. Once Haifa was hit, Israel floundered in trying to deploy troops (the Golani and Givati brigades were in the south, near Gaza). This would not have been the case if the Israelis had planned for war with Hezbollah. Now, this discussion has nothing to do with who to blame for what. It has everything to do with the fact that Hezbollah was ready to fight, triggered the fight, and came out ahead because it wasn't defeated. The end result is that, suddenly, the Iranians held the whip hand in Iraq, had dealt Israel a psychological blow, had repositioned themselves in the Muslim world and had generally redefined the dynamics of the region. Moreover, they had moved to the threshold of redefining the geopolitics to the Persian Gulf.=20 This was by far their most important achievement. A New Look at the Region=20 At this point, except for the United States, Iran has by far the most powerful military force in the Persian Gulf. This has nothing to do with its nuclear capability, which is still years away from realization. Its ground forces are simply more numerous and more capable than all the forces of the Arabian Peninsula combined. There is another aspect to this: The countries of the Arabian Peninsula are governed by Sunnis, but many are home to substantial Shiite populations as well. Between the Iranian military and the possibility of unrest among Shia in the region, the situation in Saudi Arabia and the rest of the Peninsula is uneasy, to say the least. The rise of Hezbollah well might psychologically empower the generally quiescent Shia to become more assertive. This is one of the reasons that the Saudis were so angry at Hezbollah, and why they now are so anxious over events in Iraq. If Iraq were to break into three regions, the southern region would be Shiite -- and the Iranians clearly believe that they could dominate southern Iraq. This not only would give them control of the Basra oil fields, but also would theoretically open the road to Kuwait and Saudi Arabia. From a strictly military point of view, and not including the Shiite insurgencies at all, Iran could move far down the western littoral of the Persian Gulf if American forces were absent. Put another way, there would be a possibility that the Iranians could seize control of the bulk of the region's oil reserves. They could do the same thing if Iraq were to be united as an Iranian satellite, but that would be far more difficult to achieve and would require active U.S. cooperation in withdrawing. We can now see why Bush cannot begin withdrawing forces. If he did that, the entire region would destabilize. The countries of the Arabian Peninsula, seeing the withdrawal, would realize that the Iranians were now the dominant power. Shia in the Gulf region might act, or they might simply wait until the Americans had withdrawn and the Iranians arrived. Israel, shaken to the core by its fight with Hezbollah, would have neither the force nor the inclination to act. Therefore, the United States has little choice, from Bush's perspective, but to remain in Iraq. The Iranians undoubtedly anticipated this response. They have planned carefully. They are therefore shifting their rhetoric somewhat to be more accommodating. They understand that to get the United States out of Iraq -- and out of Kuwait --they will have to engage in a complex set of negotiations. They will promise anything -- but in the end, they will be the largest military force in the region, and nothing else matters. Ultimately, they are counting on the Americans to be sufficiently exhausted by their experience of Iraq to rationalize their withdrawal -- leaving, as in Vietnam, a graceful interval for what follows.=20 Options=20 Iran will do everything it can, of course, to assure that the Americans are as exhausted as possible. The Iranians have no incentive to allow the chaos to wind down, until at least a political settlement with the United States is achieved. The United States cannot permit Iranian hegemony over the Persian Gulf, nor can it sustain its forces in Iraq indefinitely under these circumstances.=20 The United States has four choices, apart from the status quo: 1. Reach a political accommodation that cedes the status of regional hegemon to Iran, and withdraw from Iraq.=20 2. Withdraw forces from Iraq and maintain a presence in Kuwait and Saudi Arabia -- something the Saudis would hate but would have little choice about -- while remembering that an American military presence is highly offensive to many Muslims and was a significant factor in the rise of al Qaeda.=20 3. Halt counterinsurgency operations in Iraq and redeploy its forces in the south (west of Kuwait), to block any Iranian moves in the region. 4. Assume that Iran relies solely on its psychological pre-eminence to force a regional realignment and, thus, use Sunni proxies such as Saudi Arabia and Kuwait in attempts to outmaneuver Tehran. None of these are attractive choices. Each cedes much of Iraq to Shiite and Iranian power and represents some degree of a psychological defeat for the United States, or else rests on a risky assumption. While No. 3 might be the most attractive, it would leave U.S. forces in highly exposed, dangerous and difficult-to-sustain postures.=20 Iran has set a clever trap, and the United States has walked into it. Rather than a functioning government in Iraq, it has chaos and a triumphant Shiite community. The Americans cannot contain the chaos, and they cannot simply withdraw. Therefore, we can understand why Bush insists on holding his position indefinitely. He has been maneuvered in such a manner that he -- or a successor -- has no real alternatives.=20 There is one counter to this: a massive American buildup, including a major buildup of ground forces that requires a large expansion of the Army, geared for the invasion of Iran and destruction of its military force. The idea that this could readily be done through air power has evaporated, we would think, with the Israeli air force's failure in Lebanon. An invasion of Iran would be enormously expensive, take a very long time and create a problem of occupation that would dwarf the problem faced in Iraq. But it is the other option. It would stabilize the geopolitics of the Arabian Peninsula and drain American military power for a generation. Sometimes there are no good choices. For the United States, the options are to negotiate a settlement that is acceptable to Iran and live with the consequences, raise a massive army and invade Iran, or live in the current twilight world between Iranian hegemony and war with Iran. Bush appears to be choosing an indecisive twilight. Given the options, it is understandable why. Send questions or comments on this article to analysis@stratfor.com. ---------------------------------------------------------------------- =20 Was this forwarded to you? Sign up to start receiving your own copy =96 it=92s always thought-provoking, insightful and free. =20 Go to https://www.stratfor.com/subscriptions/free-weekly-intelligence-reports.p= hp to register.=20 ---------------------------------------------------------------------- Iran: Redefining the Middle East?=A0 We would like to bring to your attention a recent Stratfor update on the political struggles in Iraq, the complex power matrix in the Middle East and the role Iran has been playing in redefining the entire region. With an increase in the militia incidents in Iraq and the ongoing Israel-Hezbollah conflict, you will find the Break Point: What Went Wrong analysis a timely, sobering review of:=20 The escalation of sectarian violence in Iraq and its root causes=20 The internal Shiite struggle and its resolution Iran's interests and motivations concerning Iraq and within the larger Arab world=20 Why Iran is key to understanding both the crisis in Iraq and the Israel-Hezbollah conflict Go to https://www.stratfor.com/offers/060822-premium/index.php to download the report and find out how you can save $100 off regular Premium rates. =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D Distribution and Reprints =20 This report may be distributed or republished with attribution to Strategic Forecasting, Inc. at www.stratfor.com. For media requests, partnership opportunities, or commercial distribution or republication, please contact pr@stratfor.com. ................................................................. HOW TO UNSUBSCRIBE: The GIR is e-mailed to you as part of your subscription to Stratfor. The information contained in the GIR is also available by logging in to www.stratfor.com.=20 If you no longer wish to receive regular e-mails from Stratfor, please send a message to: service@stratfor.com with the subject line: UNSUBSCRIBE - GIR emails. =20 =20 (c) 2006 Strategic Forecasting, Inc. All rights reserved.","Wed, 6 Sep 2006 14:50:39 -0500",,noreply@stratfor.com,user@login.example.com,"text/plain; charset=""iso-8859-1""",9e6f2ffe0acb91fe8ff184189cc1dc97@www.stratfor.com,202,
member@ebay.com,eBay Member: elvis191 ,user@example.com,"Question for item #250025036915 DELL Inspiron 9400 E1705 DUO 1.83 1GB
 100GB GO 7800 256",[],"Wed, 06 Sep 2006 14:22:45 -0600",,member@ebay.com,user@login.example.com,"multipart/alternative;
	boundary=""--619938753429149""",RQITTMPUDPOGHWEVBAGQNRQEQ@chase.com,203,
